Node Number	Total Deformation (m)
6422	2.2213e-008
6423	2.1622e-008
6424	2.233e-008
6425	2.1886e-008
6426	2.2027e-008
6427	2.2262e-008
6428	2.2349e-008
6429	2.2277e-008
6430	2.2091e-008
6431	2.1828e-008
6432	2.1967e-008
6433	2.2204e-008
6434	2.2864e-008
6435	2.3076e-008
6436	2.3135e-008
6437	2.2912e-008
6438	2.3502e-008
6439	2.2568e-008
6440	2.2661e-008
6441	2.2936e-008
6442	2.2347e-008
6443	2.2679e-008
6444	2.3036e-008
6445	2.2799e-008
6446	2.2586e-008
6447	2.2625e-008
6448	2.276e-008
6449	2.242e-008
6450	2.2537e-008
6451	2.2256e-008
6452	2.2557e-008
6453	2.236e-008
6454	2.2485e-008
6455	2.2495e-008
6456	2.1233e-008
6457	2.1143e-008
6458	2.1123e-008
6459	2.143e-008
6460	2.1402e-008
6461	2.1589e-008
6462	2.1102e-008
6463	2.1215e-008
6464	2.1377e-008
6465	2.1442e-008
6466	2.1039e-008
6467	2.1069e-008
6468	2.1327e-008
6469	2.1344e-008
6470	2.1284e-008
6471	2.1217e-008
6472	2.1042e-008
6473	2.0944e-008
6474	2.1228e-008
6475	2.1249e-008
6476	2.1056e-008
6477	2.0961e-008
6478	2.0789e-008
6479	2.1074e-008
6480	2.091e-008
6481	2.0956e-008
6482	2.1146e-008
6483	2.1104e-008
6484	2.1034e-008
6485	2.0931e-008
6486	2.0758e-008
6487	2.1571e-008
6488	2.186e-008
6489	2.1419e-008
6490	2.1617e-008
6491	2.2138e-008
6492	2.1846e-008
6493	2.161e-008
6494	2.1469e-008
6495	2.158e-008
6496	2.1759e-008
6497	2.1499e-008
6498	2.2098e-008
6499	2.1098e-008
6500	2.1374e-008
6501	2.1277e-008
6502	2.1464e-008
6503	2.1016e-008
6504	2.1271e-008
6505	2.1125e-008
6506	2.1468e-008
6507	2.1361e-008
6508	2.0987e-008
6509	2.1249e-008
6510	1.9792e-008
6511	1.974e-008
6512	2.0018e-008
6513	1.9998e-008
6514	1.9795e-008
6515	1.9849e-008
6516	2.0231e-008
6517	2.0182e-008
6518	1.9646e-008
6519	1.9571e-008
6520	1.9848e-008
6521	1.9888e-008
6522	1.9801e-008
6523	1.9446e-008
6524	1.9153e-008
6525	1.975e-008
6526	1.9839e-008
6527	1.9882e-008
6528	1.9513e-008
6529	1.9812e-008
6530	1.9846e-008
6531	1.9904e-008
6532	1.9649e-008
6533	1.9501e-008
6534	1.9102e-008
6535	1.9631e-008
6536	1.9703e-008
6537	1.9674e-008
6538	1.9511e-008
6539	1.945e-008
6540	1.9344e-008
6541	1.9055e-008
6542	1.9588e-008
6543	1.9653e-008
6544	2.0161e-008
6545	2.044e-008
6546	2.0209e-008
6547	2.0261e-008
6548	1.9991e-008
6549	2.0272e-008
6550	2.0013e-008
6551	1.9823e-008
6552	1.9935e-008
6553	1.9839e-008
6554	2.0056e-008
6555	2.0114e-008
6556	1.9712e-008
6557	1.9842e-008
6558	1.979e-008
6559	1.9885e-008
6560	1.9723e-008
6561	1.9799e-008
6562	2.3737e-008
6563	2.3668e-008
6564	2.3634e-008
6565	2.395e-008
6566	2.3927e-008
6567	2.4325e-008
6568	2.4019e-008
6569	2.4042e-008
6570	2.3622e-008
6571	2.3608e-008
6572	2.3703e-008
6573	2.3525e-008
6574	2.3809e-008
6575	2.3839e-008
6576	2.3764e-008
6577	2.3822e-008
6578	2.354e-008
6579	2.3488e-008
6580	2.3408e-008
6581	2.3453e-008
6582	2.3745e-008
6583	2.3774e-008
6584	2.3569e-008
6585	2.3479e-008
6586	2.3464e-008
6587	2.3277e-008
6588	2.3558e-008
6589	2.3632e-008
6590	2.3534e-008
6591	2.3437e-008
6592	2.3384e-008
6593	2.312e-008
6594	2.3235e-008
6595	2.3304e-008
6596	2.4093e-008
6597	2.3934e-008
6598	2.4376e-008
6599	2.414e-008
6600	2.4538e-008
6601	2.382e-008
6602	2.3952e-008
6603	2.3646e-008
6604	2.4237e-008
6605	2.3977e-008
6606	2.4181e-008
6607	2.3818e-008
6608	2.3879e-008
6609	2.3789e-008
6610	2.3987e-008
6611	2.3777e-008
6612	2.3782e-008
6613	2.3676e-008
6614	2.3541e-008
6615	2.3845e-008
6616	2.3736e-008
6617	2.3748e-008
6618	2.3714e-008
6619	2.3555e-008
6620	2.3567e-008
6621	2.3694e-008
6622	2.3221e-008
6623	2.3432e-008
6624	2.3608e-008
6625	2.3719e-008
6626	2.3371e-008
6627	2.3219e-008
6628	2.3521e-008
6629	2.3088e-008
6630	2.3357e-008
6631	2.3206e-008
6632	2.3418e-008
6633	2.3408e-008
6634	2.2975e-008
6635	2.2861e-008
6636	2.2989e-008
6637	2.3354e-008
6638	2.2935e-008
6639	2.2813e-008
6640	2.2516e-008
6641	2.2672e-008
6642	2.3093e-008
6643	2.3453e-008
6644	2.3455e-008
6645	2.3581e-008
6646	2.3342e-008
6647	2.3377e-008
6648	2.3451e-008
6649	2.3131e-008
6650	2.3108e-008
6651	2.3259e-008
6652	2.3546e-008
6653	2.3254e-008
6654	2.3613e-008
6655	2.3251e-008
6656	2.335e-008
6657	2.3107e-008
6658	2.2997e-008
6659	2.2822e-008
6660	2.3107e-008
6661	2.3257e-008
6662	2.2826e-008
6663	2.2996e-008
6664	2.3139e-008
6665	2.2893e-008
6666	2.27e-008
6667	2.2482e-008
6668	2.2955e-008
6669	2.3673e-008
6670	2.3741e-008
6671	2.3693e-008
6672	2.3545e-008
6673	2.3138e-008
6674	2.3533e-008
6675	2.3461e-008
6676	2.342e-008
6677	2.3235e-008
6678	2.3303e-008
6679	2.3152e-008
6680	2.23e-008
6681	2.2351e-008
6682	2.2751e-008
6683	2.2505e-008
6684	2.2822e-008
6685	2.2576e-008
6686	2.3593e-008
6687	2.2758e-008
6688	2.2949e-008
6689	2.3206e-008
6690	2.275e-008
6691	2.3094e-008
6692	2.3064e-008
6693	2.3492e-008
6694	2.3783e-008
6695	2.3603e-008
6696	2.3497e-008
6697	2.3675e-008
6698	2.3359e-008
6699	2.3784e-008
6700	2.3475e-008
6701	2.3177e-008
6702	2.3548e-008
6703	2.3229e-008
6704	2.325e-008
6705	2.3466e-008
6706	2.3004e-008
6707	2.3317e-008
6708	2.3289e-008
6709	2.3507e-008
6710	2.3434e-008
6711	2.3293e-008
6712	2.3422e-008
6713	2.3425e-008
6714	2.3189e-008
6715	2.3225e-008
6716	2.314e-008
6717	2.3273e-008
6718	2.3358e-008
6719	2.312e-008
6720	2.3273e-008
6721	2.3339e-008
6722	2.3074e-008
6723	2.2989e-008
6724	2.3187e-008
6725	2.3572e-008
6726	2.3493e-008
6727	2.3526e-008
6728	2.3487e-008
6729	2.3407e-008
6730	2.3483e-008
6731	2.3331e-008
6732	2.3187e-008
6733	2.2907e-008
6734	2.3102e-008
6735	2.2994e-008
6736	2.3062e-008
6737	2.3334e-008
6738	2.3056e-008
6739	2.3063e-008
6740	2.3188e-008
6741	2.3148e-008
6742	2.3398e-008
6743	2.3163e-008
6744	2.3289e-008
6745	2.3249e-008
6746	2.3246e-008
6747	2.3137e-008
6748	2.3206e-008
6749	2.3238e-008
6750	2.3281e-008
6751	2.0132e-008
6752	2.0791e-008
6753	2.0519e-008
6754	2.0566e-008
6755	1.9942e-008
6756	2.0242e-008
6757	2.0471e-008
6758	2.0729e-008
6759	2.0352e-008
6760	2.0268e-008
6761	2.1912e-008
6762	2.1852e-008
6763	2.235e-008
6764	2.2144e-008
6765	2.2253e-008
6766	2.1588e-008
6767	2.1857e-008
6768	2.2278e-008
6769	2.2253e-008
6770	2.2114e-008
6771	2.1834e-008
6772	2.2448e-008
6773	2.1137e-008
6774	2.155e-008
6775	2.1888e-008
6776	2.1561e-008
6777	2.2189e-008
6778	2.2896e-008
6779	2.2235e-008
6780	2.1996e-008
6781	2.1909e-008
6782	2.1949e-008
6783	2.1231e-008
6784	2.1492e-008
6785	2.1917e-008
6786	2.1419e-008
6787	2.1787e-008
6788	2.3228e-008
6789	2.2829e-008
6790	2.2627e-008
6791	2.3163e-008
6792	2.3291e-008
6793	2.3246e-008
6794	2.248e-008
6795	2.2418e-008
6796	2.3308e-008
6797	2.3881e-008
6798	2.368e-008
6799	2.3858e-008
6800	2.3546e-008
6801	2.357e-008
6802	2.3617e-008
6803	2.3173e-008
6804	2.2663e-008
6805	2.2771e-008
6806	2.2923e-008
6807	2.3586e-008
6808	2.3451e-008
6809	2.2091e-008
6810	2.3176e-008
6811	2.3341e-008
6812	2.2946e-008
6813	2.3618e-008
6814	2.3563e-008
6815	2.3432e-008
6816	2.3071e-008
6817	2.2548e-008
6818	2.2826e-008
6819	2.3364e-008
6820	2.2852e-008
6821	2.3013e-008
6822	2.3172e-008
6823	2.2972e-008
6824	2.2995e-008
6825	2.3591e-008
6826	2.2642e-008
6827	2.267e-008
6828	2.2427e-008
6829	2.2711e-008
6830	2.1773e-008
6831	2.3209e-008
6832	2.2717e-008
6833	2.2157e-008
6834	2.2391e-008
6835	2.1472e-008
6836	2.2074e-008
6837	2.1406e-008
6838	2.1053e-008
6839	2.3366e-008
6840	2.3086e-008
6841	2.3947e-008
6842	2.3044e-008
6843	2.3817e-008
6844	2.3062e-008
6845	2.3205e-008
6846	2.4551e-008
6847	2.4591e-008
6848	2.4338e-008
6849	2.4377e-008
6850	2.455e-008
6851	2.4828e-008
6852	2.4387e-008
6853	2.4491e-008
6854	2.4623e-008
6855	2.4097e-008
6856	2.4749e-008
6857	2.4322e-008
6858	2.3936e-008
6859	2.441e-008
6860	2.3739e-008
6861	2.3978e-008
6862	2.396e-008
6863	2.1208e-008
6864	2.0814e-008
6865	2.111e-008
6866	2.0197e-008
6867	2.1791e-008
6868	2.0933e-008
6869	2.0759e-008
6870	2.1206e-008
6871	2.1458e-008
6872	1.9037e-008
6873	1.934e-008
6874	2.0656e-008
6875	2.0183e-008
6876	1.9053e-008
6877	1.9641e-008
6878	1.8869e-008
6879	2.0953e-008
6880	2.1404e-008
6881	2.2598e-008
6882	2.1561e-008
6883	2.1768e-008
6884	2.2431e-008
6885	2.2157e-008
6886	2.1483e-008
6887	2.1765e-008
6888	2.099e-008
6889	2.0824e-008
6890	2.2188e-008
6891	2.2023e-008
6892	2.108e-008
6893	2.1273e-008
6894	2.1444e-008
6895	2.1746e-008
6896	1.8119e-008
6897	1.8566e-008
6898	1.7793e-008
6899	1.7752e-008
6900	1.7834e-008
6901	1.7935e-008
6902	1.8393e-008
6903	1.731e-008
6904	1.7748e-008
6905	1.7751e-008
6906	1.791e-008
6907	1.8021e-008
6908	1.7888e-008
6909	1.7831e-008
6910	1.8229e-008
6911	1.7751e-008
6912	1.7697e-008
6913	1.7623e-008
6914	1.7644e-008
6915	1.7491e-008
6916	1.7696e-008
6917	1.7762e-008
6918	1.7905e-008
6919	1.7675e-008
6920	1.7611e-008
6921	1.774e-008
6922	1.9316e-008
6923	1.8074e-008
6924	1.8498e-008
6925	1.8073e-008
6926	1.8514e-008
6927	1.8231e-008
6928	1.8786e-008
6929	1.8533e-008
6930	1.8906e-008
6931	2.0518e-008
6932	1.9879e-008
6933	2.0691e-008
6934	1.9187e-008
6935	1.9505e-008
6936	1.9956e-008
6937	1.9466e-008
6938	1.9606e-008
6939	2.0185e-008
6940	1.905e-008
6941	2.0648e-008
6942	1.9622e-008
6943	1.9931e-008
6944	2.0555e-008
6945	2.0357e-008
6946	1.9762e-008
6947	2.0283e-008
6948	2.0472e-008
6949	1.9552e-008
6950	2.0081e-008
6951	1.9862e-008
6952	2.0694e-008
6953	2.2193e-008
6954	2.183e-008
6955	2.2235e-008
6956	2.1554e-008
6957	2.0192e-008
6958	1.9995e-008
6959	2.1599e-008
6960	2.1172e-008
6961	2.1761e-008
6962	2.1364e-008
6963	2.0427e-008
6964	2.0591e-008
6965	2.0388e-008
6966	2.1781e-008
6967	2.1942e-008
6968	1.9222e-008
6969	2.0822e-008
6970	1.9598e-008
6971	1.9958e-008
6972	2.1489e-008
6973	2.1257e-008
6974	1.8891e-008
6975	1.9884e-008
6976	2.1302e-008
6977	2.0445e-008
6978	2.0476e-008
6979	2.0115e-008
6980	2.0744e-008
6981	2.1182e-008
6982	2.0367e-008
6983	1.9743e-008
6984	1.6997e-008
6985	1.8033e-008
6986	1.8801e-008
6987	1.8291e-008
6988	1.7026e-008
6989	1.5937e-008
6990	1.7195e-008
6991	1.5579e-008
6992	1.5616e-008
6993	1.5537e-008
6994	1.6226e-008
6995	1.6276e-008
6996	1.5943e-008
6997	1.6017e-008
6998	1.5491e-008
6999	1.5433e-008
7000	1.536e-008
7001	1.5381e-008
7002	1.5477e-008
7003	1.5423e-008
7004	1.5335e-008
7005	1.5995e-008
7006	1.5995e-008
7007	1.5757e-008
7008	1.5415e-008
7009	1.7204e-008
7010	1.6293e-008
7011	1.5821e-008
7012	1.6329e-008
7013	1.6933e-008
7014	1.6088e-008
7015	1.6248e-008
7016	1.6493e-008
7017	1.6803e-008
7018	1.8665e-008
7019	1.7851e-008
7020	1.7732e-008
7021	1.7904e-008
7022	1.8304e-008
7023	1.8597e-008
7024	1.7599e-008
7025	1.858e-008
7026	2.0222e-008
7027	2.0381e-008
7028	1.9521e-008
7029	1.7978e-008
7030	1.805e-008
7031	1.8584e-008
7032	1.8936e-008
7033	1.8037e-008
7034	1.9224e-008
7035	2.0283e-008
7036	1.8427e-008
7037	1.7985e-008
7038	1.8978e-008
7039	1.9495e-008
7040	1.9205e-008
7041	1.6985e-008
7042	1.7706e-008
7043	1.8471e-008
7044	1.7222e-008
7045	1.8648e-008
7046	1.7696e-008
7047	1.7399e-008
7048	1.7123e-008
7049	1.6918e-008
7050	2.0859e-008
7051	2.0868e-008
7052	2.0664e-008
7053	2.0962e-008
7054	2.0835e-008
7055	1.6757e-008
7056	1.6779e-008
7057	1.6964e-008
7058	1.6823e-008
7059	1.6769e-008
7060	1.8786e-008
7061	1.9735e-008
7062	1.9806e-008
7063	1.9943e-008
7064	1.8449e-008
7065	2.002e-008
7066	1.8889e-008
7067	1.9478e-008
7068	2.0211e-008
7069	1.8704e-008
7070	1.6913e-008
7071	1.7784e-008
7072	1.7156e-008
7073	1.7749e-008
7074	1.8218e-008
7075	1.8023e-008
7076	1.6927e-008
7077	1.7009e-008
7078	1.6924e-008
7079	1.6965e-008
7080	1.764e-008
7081	1.686e-008
7082	1.7001e-008
7083	1.6906e-008
7084	1.7092e-008
7085	1.7175e-008
7086	1.7088e-008
7087	1.7128e-008
7088	1.7222e-008
7089	1.7165e-008
7090	2.3402e-008
7091	2.3798e-008
7092	2.3896e-008
7093	2.365e-008
7094	2.3844e-008
7095	2.3607e-008
7096	2.3703e-008
7097	2.3348e-008
7098	2.3277e-008
7099	2.377e-008
7100	2.3362e-008
7101	2.3655e-008
7102	2.3347e-008
7103	2.3289e-008
7104	2.3766e-008
7105	2.4002e-008
7106	2.4187e-008
7107	2.4433e-008
7108	2.4284e-008
7109	2.4409e-008
7110	2.4087e-008
7111	2.4221e-008
7112	2.3982e-008
7113	2.4046e-008
7114	2.4483e-008
7115	2.4366e-008
7116	2.4483e-008
7117	2.4412e-008
7118	2.4177e-008
7119	2.2158e-008
7120	2.3007e-008
7121	2.2542e-008
7122	2.2931e-008
7123	2.2687e-008
7124	2.2591e-008
7125	2.2785e-008
7126	2.2055e-008
7127	2.157e-008
7128	2.1957e-008
7129	2.1722e-008
7130	2.1189e-008
7131	2.1718e-008
7132	2.1578e-008
7133	2.357e-008
7134	2.3121e-008
7135	2.3599e-008
7136	2.311e-008
7137	2.3456e-008
7138	2.3519e-008
7139	2.365e-008
7140	2.3389e-008
7141	2.3418e-008
7142	2.2879e-008
7143	2.3039e-008
7144	2.3198e-008
7145	2.3142e-008
7146	2.3479e-008
7147	2.4073e-008
7148	2.3961e-008
7149	2.3835e-008
7150	2.3355e-008
7151	2.3393e-008
7152	2.3701e-008
7153	2.3691e-008
7154	2.3792e-008
7155	2.3868e-008
7156	2.3887e-008
7157	2.2358e-008
7158	2.3645e-008
7159	2.3518e-008
7160	2.3127e-008
7161	2.3277e-008
7162	2.322e-008
7163	2.3315e-008
7164	2.3069e-008
7165	2.2422e-008
7166	2.2906e-008
7167	2.3383e-008
7168	2.3234e-008
7169	2.3332e-008
7170	2.2379e-008
7171	2.1917e-008
7172	2.1654e-008
7173	2.1057e-008
7174	2.0527e-008
7175	2.1584e-008
7176	2.1681e-008
7177	2.1962e-008
7178	2.2157e-008
7179	2.1763e-008
7180	2.2187e-008
7181	2.229e-008
7182	2.2033e-008
7183	2.2224e-008
7184	2.2106e-008
7185	2.1924e-008
7186	2.2442e-008
7187	2.2782e-008
7188	2.2898e-008
7189	2.2831e-008
7190	2.2904e-008
7191	2.2662e-008
7192	2.197e-008
7193	2.2381e-008
7194	2.2845e-008
7195	2.2568e-008
7196	2.2811e-008
7197	2.2673e-008
7198	2.2399e-008
7199	2.2366e-008
7200	2.26e-008
7201	2.1511e-008
7202	2.211e-008
7203	2.1479e-008
7204	2.1983e-008
7205	2.1663e-008
7206	2.1379e-008
7207	2.1749e-008
7208	2.1823e-008
7209	1.4464e-008
7210	1.4479e-008
7211	1.4513e-008
7212	1.4685e-008
7213	1.4468e-008
7214	1.4546e-008
7215	1.4763e-008
7216	1.485e-008
7217	1.4772e-008
7218	1.4724e-008
7219	1.552e-008
7220	1.5185e-008
7221	1.4598e-008
7222	1.4692e-008
7223	1.4612e-008
7224	1.4562e-008
7225	1.5433e-008
7226	1.4836e-008
7227	1.5105e-008
7228	1.9092e-008
7229	1.907e-008
7230	1.8856e-008
7231	1.9187e-008
7232	1.9122e-008
7233	1.6768e-008
7234	1.8495e-008
7235	1.7909e-008
7236	1.8402e-008
7237	1.7451e-008
7238	1.8134e-008
7239	1.6867e-008
7240	1.8257e-008
7241	1.8106e-008
7242	1.7017e-008
7243	1.5435e-008
7244	1.563e-008
7245	1.5322e-008
7246	1.6707e-008
7247	1.6108e-008
7248	1.6262e-008
7249	2.0136e-008
7250	1.983e-008
7251	2.0347e-008
7252	1.9875e-008
7253	1.941e-008
7254	2.0061e-008
7255	2.0443e-008
7256	2.0867e-008
7257	2.1388e-008
7258	2.0924e-008
7259	2.1255e-008
7260	2.0829e-008
7261	2.1842e-008
7262	2.1785e-008
7263	2.1162e-008
7264	2.1722e-008
7265	2.161e-008
7266	2.0887e-008
7267	2.108e-008
7268	2.1447e-008
7269	2.1841e-008
7270	2.235e-008
7271	2.2465e-008
7272	2.2093e-008
7273	2.206e-008
7274	2.2254e-008
7275	2.2206e-008
7276	2.0651e-008
7277	2.2014e-008
7278	2.1885e-008
7279	2.1506e-008
7280	2.1633e-008
7281	2.1865e-008
7282	2.1828e-008
7283	2.1728e-008
7284	2.1049e-008
7285	2.1267e-008
7286	2.171e-008
7287	2.1528e-008
7288	2.1871e-008
7289	2.0186e-008
7290	2.0706e-008
7291	2.0221e-008
7292	1.9251e-008
7293	2.0206e-008
7294	1.937e-008
7295	2.0468e-008
7296	1.9902e-008
7297	2.0151e-008
7298	1.5808e-008
7299	1.6451e-008
7300	1.6348e-008
7301	1.6159e-008
7302	1.6846e-008
7303	1.689e-008
7304	1.6503e-008
7305	1.6773e-008
7306	1.5886e-008
7307	1.6192e-008
7308	1.5295e-008
7309	1.5562e-008
7310	1.5775e-008
7311	1.5845e-008
7312	1.5844e-008
7313	1.6118e-008
7314	1.5981e-008
7315	1.5499e-008
7316	1.5229e-008
7317	2.2227e-008
7318	2.2359e-008
7319	2.226e-008
7320	2.2107e-008
7321	2.2266e-008
7322	2.2136e-008
7323	2.1954e-008
7324	2.1551e-008
7325	2.1538e-008
7326	2.2185e-008
7327	2.2034e-008
7328	2.1714e-008
7329	2.1935e-008
7330	2.1782e-008
7331	2.188e-008
7332	2.265e-008
7333	2.2927e-008
7334	2.2867e-008
7335	2.2729e-008
7336	2.3048e-008
7337	2.2435e-008
7338	2.299e-008
7339	2.2838e-008
7340	2.289e-008
7341	2.2963e-008
7342	2.3067e-008
7343	2.2992e-008
7344	2.247e-008
7345	2.2698e-008
7346	2.2655e-008
7347	2.3825e-008
7348	2.3702e-008
7349	2.3939e-008
7350	2.3697e-008
7351	2.3875e-008
7352	2.3622e-008
7353	2.3715e-008
7354	2.2801e-008
7355	2.3241e-008
7356	2.3702e-008
7357	2.3358e-008
7358	2.241e-008
7359	2.295e-008
7360	2.2685e-008
7361	2.2177e-008
7362	2.2425e-008
7363	2.2468e-008
7364	2.2849e-008
7365	2.3112e-008
7366	2.23e-008
7367	2.163e-008
7368	2.2422e-008
7369	2.2195e-008
7370	2.1922e-008
7371	2.1621e-008
7372	2.439e-008
7373	2.4545e-008
7374	2.4528e-008
7375	2.4457e-008
7376	2.4252e-008
7377	2.4105e-008
7378	2.4195e-008
7379	2.427e-008
7380	2.4493e-008
7381	2.424e-008
7382	2.4327e-008
7383	2.4451e-008
7384	2.4248e-008
7385	2.3669e-008
7386	2.4222e-008
7387	2.4106e-008
7388	2.3107e-008
7389	2.3816e-008
7390	2.3222e-008
7391	2.3397e-008
7392	2.369e-008
7393	2.3545e-008
7394	2.3195e-008
7395	2.3357e-008
7396	1.9284e-008
7397	1.9837e-008
7398	2.0606e-008
7399	1.9376e-008
7400	2.0506e-008
7401	1.9519e-008
7402	2.0687e-008
7403	2.0259e-008
7404	2.0115e-008
7405	1.9947e-008
7406	2.0204e-008
7407	1.8118e-008
7408	1.9095e-008
7409	1.7882e-008
7410	1.7743e-008
7411	1.8728e-008
7412	1.8974e-008
7413	1.879e-008
7414	1.817e-008
7415	1.9387e-008
7416	1.8269e-008
7417	1.7781e-008
7418	1.6879e-008
7419	1.743e-008
7420	1.8323e-008
7421	1.8312e-008
7422	1.7715e-008
7423	1.868e-008
7424	1.7875e-008
7425	1.8922e-008
7426	1.8188e-008
7427	1.9141e-008
7428	1.8585e-008
7429	1.9165e-008
7430	1.8115e-008
7431	1.9041e-008
7432	1.9637e-008
7433	1.9294e-008
7434	1.9567e-008
7435	1.8258e-008
7436	1.8657e-008
7437	1.895e-008
7438	1.7957e-008
7439	1.914e-008
7440	1.889e-008
7441	1.9278e-008
7442	1.9159e-008
7443	1.9168e-008
7444	2.1829e-008
7445	2.1512e-008
7446	2.1002e-008
7447	2.1345e-008
7448	2.0966e-008
7449	2.0967e-008
7450	2.1227e-008
7451	2.0909e-008
7452	2.0392e-008
7453	2.0417e-008
7454	1.9899e-008
7455	1.9444e-008
7456	2.0401e-008
7457	2.0095e-008
7458	2.0897e-008
7459	2.0679e-008
7460	2.0762e-008
7461	2.1011e-008
7462	2.0851e-008
7463	1.9773e-008
7464	2.0269e-008
7465	1.8808e-008
7466	2.068e-008
7467	2.0949e-008
7468	1.9531e-008
7469	1.9796e-008
7470	2.0521e-008
7471	1.9388e-008
7472	1.8495e-008
7473	2.0394e-008
7474	2.0084e-008
7475	1.9262e-008
7476	1.9081e-008
7477	2.1615e-008
7478	2.2099e-008
7479	2.1984e-008
7480	2.1749e-008
7481	2.1815e-008
7482	2.1409e-008
7483	2.1777e-008
7484	2.1591e-008
7485	2.3111e-008
7486	2.2586e-008
7487	2.3077e-008
7488	2.2955e-008
7489	2.2712e-008
7490	2.2308e-008
7491	2.222e-008
7492	2.2604e-008
7493	2.28e-008
7494	1.4397e-008
7495	1.466e-008
7496	1.4497e-008
7497	1.4423e-008
7498	1.4417e-008
7499	1.452e-008
7500	1.4434e-008
7501	1.672e-008
7502	1.6923e-008
7503	1.6582e-008
7504	1.6724e-008
7505	1.6724e-008
7506	1.5315e-008
7507	1.5957e-008
7508	1.6601e-008
7509	1.5639e-008
7510	1.5944e-008
7511	1.6416e-008
7512	1.6838e-008
7513	1.6393e-008
7514	1.4806e-008
7515	1.6243e-008
7516	1.5253e-008
7517	1.4984e-008
7518	1.6051e-008
7519	1.5723e-008
7520	1.5461e-008
7521	1.6802e-008
7522	1.6739e-008
7523	1.6781e-008
7524	1.6744e-008
7525	2.0987e-008
7526	2.1023e-008
7527	2.1072e-008
7528	2.0851e-008
7529	1.9155e-008
7530	1.4645e-008
7531	1.455e-008
7532	1.4633e-008
7533	1.4784e-008
7534	1.4809e-008
7535	1.5081e-008
7536	1.4804e-008
7537	1.4946e-008
7538	1.4713e-008
7539	1.4793e-008
7540	1.5496e-008
7541	1.4865e-008
7542	1.516e-008
7543	1.6859e-008
7544	1.7083e-008
7545	1.6994e-008
7546	1.7033e-008
7547	1.7075e-008
7548	1.7235e-008
7549	1.6589e-008
7550	1.7177e-008
7551	1.7121e-008
7552	1.691e-008
7553	1.6829e-008
7554	1.6867e-008
7555	1.6907e-008
7556	1.6509e-008
7557	1.6815e-008
7558	1.6806e-008
7559	1.6819e-008
7560	1.6862e-008
7561	2.1496e-008
7562	2.1601e-008
7563	2.0625e-008
7564	2.0377e-008
7565	2.1014e-008
7566	2.0818e-008
7567	2.1279e-008
7568	1.9888e-008
7569	1.9535e-008
7570	1.9528e-008
7571	1.9672e-008
7572	2.0493e-008
7573	1.9644e-008
7574	2.0188e-008
7575	1.9541e-008
7576	2.0184e-008
7577	2.423e-008
7578	2.3503e-008
7579	2.3658e-008
7580	2.3459e-008
7581	2.3499e-008
7582	2.326e-008
7583	2.3511e-008
7584	2.3224e-008
7585	2.3355e-008
7586	2.3745e-008
7587	2.3442e-008
7588	2.2906e-008
7589	2.3042e-008
7590	2.338e-008
7591	2.2999e-008
7592	2.3038e-008
7593	2.3171e-008
7594	2.2831e-008
7595	2.3533e-008
7596	2.3182e-008
7597	2.303e-008
7598	2.3211e-008
7599	2.2946e-008
7600	2.2984e-008
7601	2.3031e-008
7602	2.3591e-008
7603	2.3097e-008
7604	2.3268e-008
7605	2.1953e-008
7606	2.1651e-008
7607	2.2237e-008
7608	2.1826e-008
7609	2.1728e-008
7610	2.1753e-008
7611	2.2264e-008
7612	2.2247e-008
7613	2.1865e-008
7614	2.1912e-008
7615	2.1979e-008
7616	2.1954e-008
7617	2.0494e-008
7618	2.0591e-008
7619	2.0166e-008
7620	2.0358e-008
7621	2.0597e-008
7622	2.0294e-008
7623	2.0639e-008
7624	2.0334e-008
7625	2.0416e-008
7626	2.0536e-008
7627	2.4448e-008
7628	2.413e-008
7629	2.4323e-008
7630	2.4315e-008
7631	2.4237e-008
7632	2.427e-008
7633	2.4638e-008
7634	2.4365e-008
7635	2.3007e-008
7636	2.2916e-008
7637	2.3086e-008
7638	2.2922e-008
7639	2.3004e-008
7640	2.3129e-008
7641	2.284e-008
7642	2.2694e-008
7643	2.2779e-008
7644	2.2454e-008
7645	2.2874e-008
7646	2.3001e-008
7647	2.2892e-008
7648	2.296e-008
7649	2.2824e-008
7650	2.2919e-008
7651	2.3044e-008
7652	2.3004e-008
7653	2.2567e-008
7654	2.2317e-008
7655	2.235e-008
7656	2.2537e-008
7657	2.2824e-008
7658	2.2094e-008
